city,land area,land,INTPTLAT,INTPTLONG
Mount Calm,0.823,2131181,31.756291,-96.881744
Mount Enterprise,1.485,3845249,31.911639,-94.682767
Mount Pleasant,20.332,52660522,33.158236,-94.974468
Mount Vernon,4.312,11169155,33.177431,-95.224447
Muenster,2.638,6833488,33.653029,-97.375693
Muleshoe,3.431,8886170,34.229179,-102.72838
Mullin,0.468,1212076,31.555229,-98.66566
Munday,1.427,3696268,33.447102,-99.623904
Muniz,1.061,2746924,26.257821,-98.08967
Murchison,1.578,4086951,32.275172,-95.756069
Murillo,5.486,14207957,26.264087,-98.122751
Murphy,5.697,14755058,33.016418,-96.608233
Mustang,0.122,316713,32.012398,-96.431707
Mustang Ridge,3.729,9658478,30.051107,-97.701593
Myra,0.511,1322845,33.623968,-97.314701
Myrtle Springs,7.305,18918581,32.624095,-95.936406
Nacogdoches,27.609,71506106,31.612364,-94.652046
Nada,6.674,17285048,29.415511,-96.378572
Naples,2.367,6129500,33.201949,-94.678985
Narciso Pena,0.008,20470,26.30187,-98.640696
Nash,4.474,11588630,33.447223,-94.134514
Nassau Bay,1.215,3146049,29.544815,-95.087388
Natalia,1.391,3601973,29.185467,-98.852054
Navarro,0.668,1730200,32.00079,-96.382516
Navasota,8.35,21625898,30.386399,-96.090734
Nazareth,0.363,940639,34.541869,-102.102346
Neches,1.01,2616161,31.869418,-95.484844
Nederland,5.667,14676378,29.969288,-94.001714
Needville,2.008,5200505,29.394952,-95.838154
Nesbitt,1.746,4522288,32.589371,-94.446539
Netos,0.037,95900,26.410807,-98.758513
Nevada,2.387,6182109,33.035329,-96.370639
Newark,0.895,2317210,33.013542,-97.488418
New Berlin,9.629,24939738,29.489043,-98.109375
New Boston,4.244,10991349,33.46111,-94.419096
New Braunfels,45.025,116614375,29.699306,-98.115127
Newcastle,1.79,4636314,33.196243,-98.743508
New Chapel Hill,2.393,6197687,32.299165,-95.168627
New Deal,2.332,6039722,33.732334,-101.844475
New Fairview,18.917,48995564,33.109096,-97.43458
New Falcon,0.196,508251,26.638338,-99.094747
New Home,1.001,2593785,33.326938,-101.911722
New Hope,1.434,3713907,33.211876,-96.558682
New London,8.607,22291816,32.269395,-94.929777
New Summerfield,4.7,12172528,31.980747,-95.114982
Newton,5.445,14101850,30.850769,-93.754105
New Ulm,5.358,13876200,29.883039,-96.49599
New Waverly,2.208,5717919,30.539761,-95.482107
Neylandville,0.315,815628,33.195476,-96.016396
Niederwald,3.667,9497342,29.994192,-97.775749
Nina,0.042,107858,26.281134,-98.580988
Nixon,1.563,4048138,29.26967,-97.765876
Nocona,2.815,7289618,33.783555,-97.730171
Nocona Hills,5.205,13480057,33.848565,-97.63489
Nolanville,4.881,12640951,31.072538,-97.605133
Nome,1.165,3017051,30.032329,-94.420532
Noonday,2.087,5404593,32.242344,-95.395642
Nordheim,0.497,1288135,28.92379,-97.614077
Normandy,0.257,665549,28.90987,-100.598046
Normangee,1.116,2889176,31.030224,-96.115745
Normanna,1.344,3480583,28.527656,-97.78304
North Alamo,1.43,3704243,26.216075,-98.126597
North Cleveland,1.887,4888402,30.362475,-95.101051
North Escobares,0.722,1869904,26.432492,-98.971935
Northlake,19.672,50949522,33.073812,-97.256248
North Pearsall,1.425,3691365,28.921584,-99.094945
North Richland Hills,18.163,47041668,32.86058,-97.219146
North SanP edro,0.097,251046,27.802663,-97.682008
Novice,0.481,1246174,31.987204,-99.625293
Oak Grove,1.996,5168649,32.533153,-96.318552
Oakhurst,1.543,3995566,30.740032,-95.311449
Oak Island,1.201,3110264,29.662867,-94.688094
Oak Leaf,2.364,6123401,32.522496,-96.849294
Oak Point,5.855,15164853,33.17047,-96.987539
Oak Ridge,0.113,292694,33.648122,-97.038507
Oak Ridge,3.701,9586202,32.62596,-96.26844
Oak Ridge North,1.494,3870129,30.156927,-95.441591
Oak Trail Shores,2.538,6572633,32.489643,-97.833845
OakValley,1.935,5010693,32.029056,-96.517393
Oakwood,1.131,2928645,31.584788,-95.849878
O'Brien,0.504,1304634,33.380198,-99.843824
Odem,1.274,3299660,27.946241,-97.587518
Odessa,52.045,134794864,31.880461,-102.345314
O'Donnell,0.86,2227932,32.965202,-101.830842
Oglesby,0.511,1322995,31.418591,-97.511327
Oilton,1.416,3668329,27.469269,-98.967237
Oklaunion,0.448,1159660,34.129431,-99.144196
OldRiver-Winfree,1.566,4056296,29.874446,-94.826747
Olivarez,3.685,9544637,26.228547,-97.993087
OliviaLopezde Gutierrez,0.009,24200,26.327625,-98.716685
Olmito,0.64,1656739,26.027593,-97.540059
Olmitoand Olmito,0.028,72264,26.340011,-98.641971
Olmos Park,0.614,1590821,29.474853,-98.486598
Olney,2.023,5240462,33.364143,-98.758486
Olton,1.359,3519187,34.180199,-102.137039
Omaha,1.452,3761028,33.182746,-94.738515
Onalaska,5.437,14082957,30.823848,-95.110696
Opdyke West,0.225,581973,33.592705,-102.300622
Orange,21.332,55249279,30.123528,-93.754548
Orange Grove,1.082,2803062,27.956203,-97.938553
Orason,0.33,854785,26.074257,-97.445843
Orchard,0.402,1042113,29.602867,-95.968758
Ore,2.159,5593040,32.800891,-94.718731
Overton,6.7,17353158,32.275636,-94.97254
Ovilla,5.786,14986482,32.541288,-96.883467
Owl Ranch,0.742,1921806,27.892735,-98.093448
Oyster Creek,1.895,4906889,28.998077,-95.329258
Ozona,4.665,12082818,30.707399,-101.206059
Pablo Pena,0.016,40308,26.303675,-98.640505
Paducah,1.506,3900109,34.014005,-100.303693
Paige,2.152,5574823,30.212944,-97.125841
Paint Rock,1.644,4258528,31.510072,-99.925309
Paisano Park,0.088,227487,28.095075,-97.859207
Palacios,5.456,14131957,28.713129,-96.227888
Palestine,19.456,50392039,31.754512,-95.646953
Palisades village,0.561,1454268,35.058945,-101.800457
Palmer,3.083,7984525,32.425136,-96.667109
Palmer,1.124,2910014,26.066756,-97.635
Palmhurst,4.446,11515693,26.258263,-98.295317
Palm Valley,0.598,1547550,26.204445,-97.754319
Palmview,7.579,19629154,26.231926,-98.381638
Palmview South,0.844,2185424,26.20826,-98.377907
PaloB lanco,0.06,156033,26.38757,-98.902404
Paloma Creek,0.46,1190884,33.225336,-96.936997
Paloma Creek South,1.259,3259505,33.21002,-96.932686
Palo Pinto,0.853,2208323,32.773557,-98.302042
Pampa,9.02,23361938,35.547852,-100.965032
Panhandle,2.124,5500894,35.3463,-101.380508
Panorama Village,1.076,2786771,30.382644,-95.493369
Pantego,1.041,2696414,32.714884,-97.153882
Paradise,2.087,5405942,33.149771,-97.688614
Paris,35.19,91141991,33.668929,-95.546616
Parker,8.503,22022892,33.060839,-96.625192
Pasadena,43.69,113157218,29.654996,-95.151055
Pattison,3.529,9140193,29.818429,-95.976392
Patton Village,2.272,5884190,30.196363,-95.165059
Pawnee,5.248,13591713,28.648346,-98.008284
PayneS prings,2.116,5479686,32.280309,-96.07444
Pearland,48.734,126219522,29.555732,-95.323012
Pearsall,6.548,16959440,28.892921,-99.097169
Peaster,2.272,5884408,32.853289,-97.87215
Pecan Acres,18.875,48887203,32.967872,-97.479029
Pecan Gap,0.627,1624613,33.43896,-95.853057
Pecan Grove,8.29,21469713,29.623646,-95.731918
Pecan Hill,2.132,5520585,32.490731,-96.781319
Pecan Plantation,7.425,19229422,32.363659,-97.65369
Pelican Bay,0.67,1735148,32.92275,-97.518921
Pena,0.015,38726,26.415513,-98.969979
Pendleton,4.467,11569936,31.195576,-97.324234
Penelope,0.992,2570401,31.854533,-96.928185
Penitas,9.365,24255075,26.258315,-98.438645
Perezville,0.752,1948167,26.245593,-98.402395
Perrin,1.589,4114843,33.034582,-98.068784
Perryton,4.798,12425485,36.392868,-100.797656
Petersburg,0.809,2095255,33.871049,-101.597292
Petrolia,0.739,1914066,34.013096,-98.231798
Petronila,1.825,4725489,27.671229,-97.632246
Pettus,5.825,15086232,28.615594,-97.812093
Petty,0.576,1492407,33.605405,-95.803419
Pflugerville,25.983,67295783,30.447765,-97.602116
Pharr,24.17,62600967,26.163436,-98.19389
Pilot Point,7.887,20426891,33.398264,-96.955528
Pinebrook,2.747,7113586,30.312639,-95.876505
Pine Forest,2.816,7294028,30.175055,-94.035253
Pine Harbor,3.332,8629481,32.768344,-94.49982
Pinehurst,7.917,20505850,30.188607,-95.703538
Pinehurst,1.708,4423907,30.107448,-93.772253
PineIsland,9.344,24201134,30.053793,-96.028441
Pineland,2.046,5299770,31.247013,-93.973945
Pinewood Estates,13.189,34159736,30.170183,-94.318291
PineyPoint Village,2.124,5500893,29.756515,-95.51544
Pittsburg,3.601,9327602,32.999188,-94.96678
Placedo,0.559,1447584,28.691936,-96.825904
Plains,1.498,3880789,33.18833,-102.821478
Plainview,13.895,35987803,34.191119,-101.723501
Plano,71.7,185701954,33.050769,-96.747944
Plantersville,1.975,5116483,30.334288,-95.86414
Pleak village,1.825,4725945,29.474336,-95.802291
Pleasant Hill,2.648,6857745,31.002272,-94.792074
Pleasanton,8.98,23258770,28.964207,-98.49569
Pleasant Valley,2.607,6753389,33.937649,-98.598072
Plum,3.509,9089539,29.932334,-96.981229
Plum Grove,3.627,9394600,30.200807,-95.095582
Poetry,4.047,10482685,32.839373,-96.259511
Point,2.756,7138337,32.937099,-95.863365
Point Blank,2.023,5239251,30.748219,-95.213723
Point Comfort,1.315,3405610,28.668397,-96.556974
Point Venture village,0.856,2217279,30.384099,-97.998172
Ponder,3.371,8731983,33.171716,-97.296467
Port Aransas,8.969,23228911,27.820898,-97.089193
Port Arthur,75.551,195676630,29.900008,-93.89442
Porter Heights,3.227,8356844,30.148393,-95.323745
Port Isabel,6.787,17577404,26.063045,-97.24669
Portland,12.127,31408210,27.889048,-97.331598
Port Lavaca,10.151,26289763,28.617967,-96.628288
Port Mansfield,4.937,12787342,26.569407,-97.442394
Port Neches,8.594,22258931,29.960768,-93.96179
Port O'Connor,3.985,10322342,28.446024,-96.420127
Post,3.745,9698800,33.19091,-101.381519
Post Oak Bend,2.074,5371293,32.633112,-96.320311
Poteet,1.733,4487487,29.037277,-98.572758
Poth,3.166,8200497,29.072069,-98.080562
Potosi,18.346,47514933,32.335745,-99.684338
Pottsboro,3.155,8170986,33.77033,-96.671261
Powderly,7.279,18851438,33.809047,-95.499008
Powell,1.21,3134071,32.109941,-96.321975
Poynor,2.361,6114950,32.079342,-95.592372
Prado Verde,0.13,336455,31.889788,-106.613509
Praesel,5.211,13496170,30.631487,-97.028281
Prairie View,7.404,19177292,30.082855,-95.977134
Premont,1.694,4387796,27.358516,-98.12443
Presidio,2.575,6668208,29.560348,-104.365302
Preston,5.033,13035922,33.865502,-96.66354
Priddy,4.003,10368676,31.676042,-98.511368
Primera,2.777,7191219,26.223216,-97.751692
Princeton,14.118,36564678,33.184474,-96.509393
Proctor,0.405,1049841,31.986702,-98.430437
Progreso,2.995,7757511,26.09614,-97.956592
Progreso Lakes,2.097,5430796,26.068976,-97.960665
Prosper,25.2,65266582,33.241332,-96.812388
Providence Village,2.765,7160458,33.237843,-96.956797
PuebloEast,0.118,305818,27.674829,-99.189648
Pueblo Nuevo,0.582,1507040,27.493908,-99.309882
Putnam,1.013,2623289,32.37027,-99.195495
Pyote,1.274,3300437,31.538066,-103.122483
Quail,3.182,8241439,34.914419,-100.380913
Quail Creek,3.08,7976773,28.777322,-97.084815
Quanah,3.476,9003432,34.295366,-99.742889
Queen,3.543,9177241,33.150196,-94.15323
Quemado,0.114,295935,28.947141,-100.623748
Quesada,0.009,22431,26.281478,-98.581994
Quinlan,1.293,3348351,32.908974,-96.131296
Quintana,0.682,1767452,28.915077,-95.331991
Quitaque,0.723,1872755,34.36741,-101.055598
Quitman,1.928,4993473,32.794033,-95.44546
Radar Base,1.109,2871883,28.855679,-100.535528
Rafael Pena,0.005,13088,26.300945,-98.64087
Ralls,1.349,3494238,33.678774,-101.384591
Ramireno,1.458,3777100,27.012883,-99.377545
Ramirez-Perez,0.032,84069,26.316531,-98.69334
Ramos,0.031,79239,26.427996,-99.026981
Ranchette Estates,0.601,1556301,26.484404,-97.822033
Ranchitosdel Norte,0.408,1055834,26.400351,-98.871492
Ranchitos East,0.061,157176,27.490676,-99.366743
Ranchitos Las Lomas,3.637,9418526,27.634602,-99.236455
Rancho Alegre,1.278,3309209,27.739292,-98.102681
Rancho Banquete,2.864,7418539,27.809394,-97.845486
Rancho Chico,0.51,1320499,28.024185,-97.49662
Ranchos Penitas West,2.069,5358662,27.67447,-99.603519
Rancho Viejo,2.053,5317573,26.035785,-97.555374
Rancho Viejo,0.037,94951,26.414259,-98.915884
Randolph AFB,4.119,10668243,29.530328,-98.278946
Ranger,6.998,18124828,32.469491,-98.67574
Rangerville village,3.478,9007367,26.107445,-97.736637
Rankin,1.055,2733499,31.22536,-101.939438
Ransom Canyon,0.789,2044431,33.530315,-101.685343
Ratamosa,2.038,5279432,26.199333,-97.844568
Ravenna,1.204,3117342,33.670474,-96.240886
Raymondville,4.115,10656613,26.475708,-97.777744
Realitos,0.266,687745,27.445416,-98.530156
Redfield,1.576,4083013,31.679084,-94.662936
Redford,7.429,19241459,29.433685,-104.177574
Redland,4.123,10677959,31.405937,-94.716076
RedLick,1.817,4705361,33.485081,-94.161474
RedOak,16.236,42051403,32.509552,-96.78398
RedRock,4.516,11695975,29.959938,-97.442794
Redwater,1.99,5154852,33.358343,-94.256165
Redwood,6.439,16677472,29.809821,-97.909304
Refugio,1.573,4074540,28.307445,-97.274981
Regino Ramirez,0.023,58301,26.487986,-98.933774
Reid HopeKing,0.288,745685,25.921294,-97.414761
Reklaw,2.942,7620745,31.86659,-94.981549
Relampago,1.54,3988998,26.085087,-97.905864
Rendon,24.6,63714286,32.579673,-97.236515
Reno,4.103,10625923,33.666585,-95.479809
Reno,13.191,34165258,32.948835,-97.565987
Retreat,4.985,12912009,32.048448,-96.476909
Rhome,4.592,11894051,33.078895,-97.493199
Ricardo,4.464,11560468,27.418555,-97.847648
Rice,2.671,6917705,32.23926,-96.49738
Rice Tracts,1.871,4846766,26.05689,-97.627859
Richards,1.818,4708117,30.534429,-95.849764
Richardson,28.562,73975569,32.972291,-96.708069
Richland,2.413,6250452,31.924784,-96.423607
Richland Hills,3.135,8119928,32.810238,-97.226516
Richland Springs,1.004,2600536,31.271513,-98.948647
Richmond,4.305,11149107,29.581161,-95.760484
Richwood,4.467,11568635,29.063871,-95.402229
Riesel,4.164,10784631,31.473861,-96.945142
Ringgold,1.517,3930100,33.814333,-97.942446
RioBravo,0.65,1682663,27.364717,-99.484526
Rio Grande,11.351,29398745,26.380999,-98.821478
Rio Hondo,1.689,4373784,26.234627,-97.581466
RioVista,1.101,2852253,32.234545,-97.374835
Rising Star,1.727,4473229,32.097634,-98.96652
Rivereno,0.01,25978,26.305232,-98.639753
River Oaks,2.029,5254782,32.776597,-97.398396
Riverside,2.014,5216991,30.848298,-95.398863
Riviera,3.688,9551831,27.299534,-97.79809
Road Runner,0.597,1546234,33.484322,-97.084783
Roanoke,6.888,17839156,33.014743,-97.229034
Roaring Springs,1.062,2749964,33.899183,-100.856142
RobertLee,1.139,2950536,31.895705,-100.485006
Robinson,30.629,79329667,31.451487,-97.122876
Robs,12.986,33634849,27.793971,-97.669163
Roby,0.719,1862749,32.745995,-100.379367
Rochelle,1.606,4159385,31.223079,-99.2066
Rochester,0.342,884779,33.314205,-99.856503
Rockdale,4.285,11099147,30.655731,-97.008515
RockIsland,5.016,12992392,29.513809,-96.567123
Rockport,16.545,42852045,28.047649,-97.049971
Rocksprings,1.215,3147586,30.017078,-100.213296
Rockwall,29.587,76629269,32.918056,-96.43805
Rockwell Place,2.329,6031557,35.037498,-101.906362
Rocky Mound,0.406,1050938,33.0212,-95.017496
Rogers,1.032,2671888,30.929208,-97.229744
Rollingwood,0.698,1807663,30.273594,-97.786824
Roma,5.861,15180287,26.414741,-99.003922
Roman Forest,2.184,5656482,30.181973,-95.152343
Ropesville,0.363,939426,33.413336,-102.155104
Rosanky,20.414,52872657,29.953256,-97.311922
Roscoe,3.223,8348189,32.441934,-100.532231
Rosebud,0.804,2082158,31.075651,-96.974462
Rose,1.516,3927390,30.10648,-94.050213
Rose Hill Acres,0.388,1004161,30.191719,-94.192118
Rosenberg,37.637,97478113,29.549987,-95.821381
Rosharon,3.21,8314522,29.349974,-95.453054
Rosita,7.857,20348903,28.62554,-100.427849
Ross,1.54,3988891,31.727563,-97.112885
Rosser village,1.912,4951154,32.458337,-96.451867
Rotan,2.023,5238466,32.854047,-100.465519
Round Mountain,2.304,5966226,30.394346,-98.361174
Round Rock,38.138,98777159,30.526146,-97.663532
Round Top,0.954,2470985,30.06397,-96.695882
Rowena,0.806,2087312,31.644231,-100.04811
Rowlett,20.748,53736191,32.915926,-96.548587
Roxton,0.863,2235351,33.545577,-95.724885
Royse,20.181,52267986,32.975927,-96.314662
Rule,0.697,1804447,33.181941,-99.893272
Runaway Bay,2.518,6522817,33.175379,-97.874794
Runge,1.176,3046488,28.886277,-97.713067
Rusk,7.232,18731234,31.797759,-95.148758
Sabinal,1.187,3075552,29.321325,-99.469535
Sachse,9.733,25209112,32.969015,-96.579523
Sadler,1.057,2737862,33.680058,-96.846896
Saginaw,7.652,19817513,32.865564,-97.365207
St.Hedwig,29.632,76745601,29.420216,-98.206971
St.Jo,1.076,2787419,33.695023,-97.523071
St.Paul,1.434,3714784,33.047486,-96.553391
St.Paul,3.32,8598065,28.090962,-97.563184
Salado village,3.101,8032697,30.948383,-97.528337
Salidadel Sol Estates,2.352,6090617,26.325684,-98.446923
Salineño,0.068,176157,26.517553,-99.112058
Salineño North,0.196,508034,26.527223,-99.094956
Sammy Martinez,0.313,810017,26.432851,-98.751298
Sam norwood,1.635,4234173,35.050114,-100.281401
Sam Rayburn,8.371,21679795,31.077263,-94.025528
San Angelo,60.061,155558202,31.441078,-100.450499
San Antonio,498.949,1292272943,29.462809,-98.524635
San Augustine,4.717,12217474,31.529899,-94.110894
San Benito,15.803,40929564,26.129398,-97.64405
San Carlos,1.808,4683099,26.295668,-98.063057
San CarlosI,0.133,344100,27.490005,-99.372929
San CarlosII,0.071,183700,27.489596,-99.368589
Sanctuary,0.857,2218458,32.913158,-97.58767
Sanderson,4.192,10856320,30.150794,-102.407916
Sandia,0.966,2501901,28.02124,-97.867639
SanDiego,1.901,4923549,27.760891,-98.238906
Sandoval,0.043,111443,26.418189,-99.07943
Sand Springs,2.569,6654110,32.280355,-101.347191
Sandy Hollow-Escondidas,7.861,20360846,27.928241,-97.801525
Sandy Oaks,2.385,6177384,29.181719,-98.409159
Sandy Point,1.739,4503585,29.401256,-95.481732
San Elizario,6.9,17870991,31.578436,-106.262019
San Felipe,8.36,21652885,29.794557,-96.105867
San Fernando,0.024,62748,26.403309,-98.835072
Sanford,0.134,346091,35.702624,-101.531771
Sanger,11.759,30456220,33.382098,-97.165412
SanIsidro,3.103,8036917,26.713619,-98.447902
SanJuan,12.115,31378137,26.189414,-98.151817
SanJuan,0.037,96513,26.414966,-98.943691
San Leanna village,0.444,1150675,30.143995,-97.819368
San Leon,4.752,12307402,29.491071,-94.941374
San Marcos,39.929,103415597,29.87361,-97.936725
San Patricio,3.848,9965503,27.984348,-97.770176
San Pedro,1.214,3144524,25.981339,-97.588211
San Perlita,0.519,1345393,26.500994,-97.639648
San Saba,2.709,7017150,31.197446,-98.71937
Sansom Park,1.24,3210391,32.802738,-97.402064
Santa Anna,1.994,5164626,31.736914,-99.325425
Santa Anna,0.702,1817619,26.669238,-98.557884
Santa Clara,2.284,5915656,29.593067,-98.160635
Santa Cruz,0.028,71430,26.353689,-98.767615
Santa Fe,16.985,43990502,29.387565,-95.101543
Santa Maria,0.284,736386,26.076963,-97.847445
Santa Monica,0.993,2571411,26.369439,-97.588931
Santa Rita Ranch,3.954,10240857,30.663645,-97.830571
Santa Rosa,0.772,1998970,26.256054,-97.825255
Santa Rosa,0.077,198603,26.348732,-98.769912
Santel,0.028,73701,26.37556,-98.883283
Santo,1.204,3118381,32.605585,-98.213845
San Ygnacio,1.522,3942841,27.053177,-99.423748
Sargent,7.45,19295694,28.797537,-95.641786
Sarita,1.142,2957115,27.22292,-97.795591
Savannah,0.97,2512462,33.225738,-96.908125
Savoy,0.796,2061501,33.59984,-96.366028
Scenic Oaks,7.89,20435225,29.703932,-98.667686
Schertz,33.132,85812007,29.563327,-98.250866
Schulenburg,2.614,6769782,29.682,-96.907489
Scissors,1.595,4130099,26.133336,-98.047487
Scotland,7.893,20442820,33.647344,-98.468847
Scottsville,1.317,3411313,32.540425,-94.239333
Scurry,1.999,5176535,32.512771,-96.38427
Seabrook,4.906,12706010,29.594706,-94.991496
Seadrift,1.28,3314890,28.413239,-96.716722
Seagoville,18.812,48724124,32.653383,-96.545058
Seagraves,1.453,3763351,32.94197,-102.565716
Sealy,11.722,30359727,29.764102,-96.162165
Sebastian,1.667,4318454,26.345238,-97.796296
Seco Mines,0.568,1469916,28.7505,-100.50153
Seguin,40.026,103666129,29.590227,-97.968607
Seis Lagos,0.76,1969543,33.071461,-96.566791
Selma,5.009,12974187,29.586474,-98.315286
Seminole,4.156,10765168,32.722204,-102.649814
Serenada,2.154,5579490,30.712703,-97.693144
Seth Ward,2.255,5839168,34.216295,-101.694515
Seven Oaks,1.399,3622788,30.851846,-94.857877
Seven Points,2.751,7125801,32.338659,-96.23442
Seymour,2.923,7571593,33.595233,-99.258469
Shadybrook,7.716,19985203,32.116898,-95.427672
Shady Hollow,2.166,5608762,30.164532,-97.863083
Shady Shores,3.239,8389700,33.162126,-97.034991
Shallowater,1.621,4199458,33.690077,-101.989265
Shamrock,2.047,5300471,35.215401,-100.246085
Shavano Park,3.29,8522024,29.584448,-98.556179
Sheffield,0.885,2292967,30.685889,-101.822416
Shelbyville,0.673,1741912,31.759331,-94.077172
Sheldon,2.485,6434837,29.859771,-95.133161
Shenandoah,1.954,5060272,30.184029,-95.455686
Shepherd,6.096,15788028,30.486166,-95.011345
Sheridan,5.347,13848490,29.51133,-96.672979
Sherman,46.446,120294339,33.628596,-96.626722
Sherwood Shores,2.848,7377548,33.847679,-96.814857
Shiner,2.468,6393094,29.433658,-97.173611
Shiro,2.539,6575786,30.604043,-95.887636
Shoreacres,0.906,2346076,29.62099,-95.018987
Sienna,12.582,32587774,29.485448,-95.506332
Sierra Blanca,4.782,12385489,31.183426,-105.33954
Siesta Acres,0.409,1058184,28.756331,-100.491752
Siesta Shores,0.734,1900490,26.850259,-99.255808
Silsbee,7.683,19899323,30.345491,-94.176787
Silverton,1.005,2603015,34.471372,-101.304049
Simonton,2.35,6087206,29.676603,-95.973393
Sinton,5.113,13243570,28.037188,-97.501457
Skelly,0.531,1374839,35.571018,-101.173044
Skidmore,10.548,27318934,28.268362,-97.685296
Slaton,5.4,13985039,33.445473,-101.650918
Smiley,0.521,1349620,29.271292,-97.637551
Smithville,4.136,10713410,30.00883,-97.151865
Smyer,0.797,2063632,33.587382,-102.163501
Snook,1.891,4898891,30.491026,-96.472468
Snyder,8.935,23141744,32.713561,-100.911902
Socorro,22.045,57096165,31.638491,-106.25744
Solis,1.629,4217807,26.176972,-97.840357
Somerset,1.998,5173711,29.228612,-98.65685
Somerville,2.876,7450085,30.345438,-96.530948
Sonora,2.226,5765740,30.570654,-100.641768
Sonterra,2.366,6126935,30.807382,-97.59681
Sour Lake,2.302,5962136,30.137746,-94.404277
South Alamo,2.037,5276109,26.151755,-98.107851
South Fork Estates,3.347,8667491,27.269656,-98.723951
South Frydek,1.772,4590059,29.735151,-96.076937
South Houston,3.046,7889775,29.661024,-95.228361
Southlake,21.836,56553692,32.954493,-97.148867
SouthLa Paloma,1.109,2872376,27.898769,-97.967753
Southmayd,2.819,7301868,33.623061,-96.708206
South Mountain,1.613,4178651,31.439827,-97.679265
South Padre Island,2.689,6963813,26.120465,-97.170703
South Point,1.406,3642092,25.869977,-97.381196
Southside Place,0.249,645526,29.708686,-95.435483
South Toledo Bend,3.247,8408715,31.16351,-93.601865
Southwest Sandhill,7.364,19072666,31.556871,-102.906566
Spade,1.872,4848455,33.926032,-102.154242
Sparks,1.4,3626249,31.672706,-106.239816
Spearman,2.104,5449892,36.198182,-101.194343
Splendora,3.04,7874627,30.228386,-95.162354
Spofford,0.24,622248,29.173124,-100.411255
Spring,22.49,58249357,30.062169,-95.383966
Spring Branch,2.047,5300619,29.876313,-98.408543
Spring Gardens,1.002,2594541,27.761529,-97.741873
Springlake,1.028,2662606,34.231621,-102.305734
Spring,3.036,7863608,32.9693,-97.680424
Spring Valley Village,1.215,3147973,29.789761,-95.504026
Spur,1.603,4150709,33.476582,-100.850215
Stafford,7.011,18159620,29.62572,-95.56574
Stagecoach,1.152,2983948,30.141762,-95.700123
Stamford,5.961,15438443,33.046193,-99.597021
Stanton,1.989,5152149,32.131695,-101.792457
Staples,1.496,3875828,29.762335,-97.824538
Star Harbor,0.467,1209849,32.192142,-96.055069
Steiner Ranch,6.638,17192587,30.365377,-97.895911
Stephenville,11.965,30989295,32.214544,-98.219885
Sterling,0.979,2536401,31.839175,-100.985878
Stinnett,1.984,5138721,35.823092,-101.44362
Stockdale,1.688,4370661,29.235974,-97.963888
Stockton Bend,0.566,1464981,32.479189,-97.7627
Stonewall,15.032,38933799,30.253584,-98.660907
Stowell,10.049,26027651,29.77996,-94.368614
Stratford,2.308,5976465,36.337568,-102.07603
Strawn,0.779,2016399,32.550793,-98.498077
Streetman,1.403,3633578,31.881835,-96.33257
Study Butte,4.759,12326289,29.335553,-103.542609
Sudan,1.023,2648760,34.066414,-102.524194
Sugar Land,40.468,104811334,29.592764,-95.633801
Sullivan,3.589,9296677,26.275217,-98.564441
Sulphur Springs,20.54,53198259,33.143108,-95.614702
Summerfield,0.154,399686,34.739899,-102.509167
Sundown,1.52,3937074,33.457545,-102.490809
Sunnyvale,16.534,42821753,32.799752,-96.55855
Sunray,1.708,4422870,36.018383,-101.824511
Sunrise Beach Village,1.688,4372297,30.586012,-98.418768
Sunrise Shores,0.359,930619,32.179227,-95.507512
Sunset,4.939,12791287,33.446847,-97.767269
Sunset,0.033,86476,26.424603,-99.06212
Sunset Acres,0.017,43829,27.794165,-99.456603
Sunset Valley,1.396,3614943,30.225834,-97.815758
SunValley,0.161,416483,33.670565,-95.428715
Surfside Beach,1.589,4115178,28.953071,-95.283757
Sweeny,1.988,5149191,29.046373,-95.698548
Sweetwater,11.066,28659964,32.469389,-100.408651
Sylvester,0.884,2289176,32.72288,-100.249929
Taft,1.669,4322910,27.980032,-97.392828
Taft Southwest,0.517,1339802,27.971231,-97.405446
Tahoka,2.381,6166567,33.163777,-101.795081
Talco,0.766,1982697,33.362882,-95.102269
Talty,3.39,8781042,32.694439,-96.400763
Tanquecitos South Acres,0.477,1234306,27.489792,-99.379691
Tanquecitos South Acres II,0.069,178429,27.486961,-99.388178
Tatum,3.782,9796044,32.315881,-94.518878
Taylor,22.639,58635405,30.57203,-97.43038
Taylor Lake Village,1.121,2904512,29.574804,-95.05526
Taylor Landing,1.132,2932494,29.866412,-94.129171
Teague,5.051,13080748,31.629487,-96.280818
Tehuacana,1.579,4088893,31.743177,-96.540199
Temple,73.041,189175611,31.104936,-97.388512
Tenaha,3.744,9697244,31.943709,-94.245706
Terlingua,11.019,28538816,29.287134,-103.58341
Terrell,33.201,85991100,32.725827,-96.298003
TerrellHills,1.612,4175286,29.477084,-98.447196
Texarkana,31.991,82855275,33.449204,-94.085008
Texas,66.265,171624800,29.433717,-94.892695
Texhoma,1.898,4915249,36.493701,-101.793765
Texline,1.016,2631620,36.376494,-103.018876
TheColony,14.006,36274442,33.089598,-96.903368
The Hillsv illage,1.072,2777538,30.34648,-97.986446
The Homesteads,3.82,9893878,32.475488,-97.166245
The Woodlands,43.275,112080694,30.172562,-95.509813
Thompsons,4.933,12776335,29.481768,-95.636851
